PID_PTP1B_PATHWAY	10	51	28	155.975609756	1.32929127186e-17	1.65097975965e-14
PID_EPHA_FWDPATHWAY	7	31	28	160.194444444	5.39972389842e-13	2.29044521388e-10
REACTOME_REGULATION_OF_KIT_SIGNALING	6	15	28	350.03030303	5.53247636202e-13	2.29044521388e-10
GRESHOCK_CANCER_COPY_NUMBER_UP	12	297	28	29.6394736842	1.37538090652e-12	4.27055771474e-10
PID_TCPTP_PATHWAY	7	43	28	106.685185185	6.49198525453e-12	1.61260913722e-09
PID_PI3KCI_PATHWAY	7	48	28	93.6341463415	1.47160217639e-11	2.03081100341e-09
PID_GLYPICAN_1PATHWAY	6	24	28	174.878787879	1.46613910201e-11	2.03081100341e-09
PID_AJDISS_2PATHWAY	7	47	28	95.9833333333	1.258995566e-11	2.03081100341e-09
REACTOME_PECAM1_INTERACTIONS	5	10	28	502.47826087	1.41061593219e-11	2.03081100341e-09
PID_SHP2_PATHWAY	7	51	28	87.2272727273	2.30293970531e-11	2.86025111399e-09
PID_TXA2PATHWAY	7	54	28	81.6382978723	3.50601142318e-11	3.95860562508e-09
REACTOME_SIGNALING_BY_ILS	8	98	28	50.96	5.30738306017e-11	5.49314146728e-09
KEGG_ENDOCYTOSIS	9	165	28	34.6093117409	1.06374253795e-10	1.01628325549e-08
KEGG_ADHERENS_JUNCTION	7	72	28	58.9384615385	2.83385571682e-10	2.14740763379e-08
FINETTI_BREAST_CANCER_KINOME_GREEN	5	16	28	228.280632411	2.42089171155e-10	2.14740763379e-08
PID_AMB2_NEUTROPHILS_PATHWAY	6	38	28	98.25	2.93928581114e-10	2.14740763379e-08
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	6	38	28	98.25	2.93928581114e-10	2.14740763379e-08
REACTOME_SIGNALING_BY_SCF_KIT	7	73	28	58.0404040404	3.12942548786e-10	2.15930358662e-08
KEGG_PATHWAYS_IN_CANCER	10	282	28	23.0392156863	5.57582466628e-10	3.64482854501e-08
REACTOME_CTLA4_INHIBITORY_SIGNALING	5	20	28	167.347826087	8.53609238457e-10	5.30091337082e-08
ST_INTERLEUKIN_4_PATHWAY	5	24	28	132.070938215	2.32470291552e-09	1.37489572432e-07
KEGG_FOCAL_ADHESION	8	172	28	27.7853658537	4.8435840586e-09	2.73442336399e-07
ST_STAT3_PATHWAY	4	10	28	321.055555556	5.66141120572e-09	3.05716205109e-07
PID_EPHRINB_REV_PATHWAY	5	30	28	100.32173913	7.71709252834e-09	3.68639573854e-07
PID_ALPHA_SYNUCLEIN_PATHWAY	5	30	28	100.32173913	7.71709252834e-09	3.68639573854e-07
REACTOME_CD28_CO_STIMULATION	5	30	28	100.32173913	7.71709252834e-09	3.68639573854e-07
PID_P38_ALPHA_BETA_PATHWAY	5	31	28	96.4548494983	9.18591602591e-09	4.22552137192e-07
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	6	67	28	51.4113263785	1.01338856933e-08	4.49510215395e-07
PID_PDGFRB_PATHWAY	7	125	28	32.3163841808	1.40959851478e-08	6.03697019088e-07
BIOCARTA_CBL_PATHWAY	4	13	28	213.981481481	1.91801008928e-08	7.68441461575e-07
BIOCARTA_IL22BP_PATHWAY	4	13	28	213.981481481	1.91801008928e-08	7.68441461575e-07
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	8	221	28	21.3014084507	3.46022436106e-08	1.31905444473e-06
PID_ECADHERIN_STABILIZATION_PATHWAY	5	40	28	71.5962732919	3.50473403188e-08	1.31905444473e-06
BIOCARTA_IL7_PATHWAY	4	17	28	148.08974359	6.34221604184e-08	2.31677421293e-06
PID_CXCR4_PATHWAY	6	95	28	35.151174668	8.43067570967e-08	2.99168549469e-06
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	5	52	28	53.2608695652	1.35701621277e-07	4.68170593406e-06
BIOCARTA_IL6_PATHWAY	4	21	28	113.205882353	1.58433651812e-07	5.31823231217e-06
KEGG_AXON_GUIDANCE	6	107	28	30.9423942394	1.71902025809e-07	5.61848200145e-06
ST_IL_13_PATHWAY	3	6	28	462.52	2.51089424728e-07	7.99623244903e-06
REACTOME_AXON_GUIDANCE	7	200	28	19.6286701209	3.58056726887e-07	1.11176613698e-05
SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN	4	28	28	80.1388888889	5.35754387642e-07	1.62294377915e-05
REACTOME_IMMUNE_SYSTEM	11	743	28	9.56268081003	5.52994773194e-07	1.63528454359e-05
ST_INTEGRIN_SIGNALING_PATHWAY	5	74	28	36.2098298677	8.10967864375e-07	2.3423769478e-05
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	6	143	28	22.7398805574	9.57629191465e-07	2.70312603591e-05
REACTOME_IL_6_SIGNALING	3	9	28	231.2	1.04946690346e-06	2.80608041099e-05
PID_ARF6_PATHWAY	4	33	28	66.2931034483	1.06188228113e-06	2.80608041099e-05
ST_JAK_STAT_PATHWAY	3	9	28	231.2	1.04946690346e-06	2.80608041099e-05
KEGG_CHEMOKINE_SIGNALING_PATHWAY	6	152	28	21.3212951432	1.36963079894e-06	3.54391969226e-05
REACTOME_IL_2_SIGNALING	4	36	28	60.0625	1.52101062895e-06	3.85529632889e-05
REACTOME_HEMOSTASIS	8	367	28	12.4757660167	1.67692356259e-06	4.16547812947e-05
PID_SYNDECAN_3_PATHWAY	3	14	28	126.054545455	4.51103770708e-06	0.000109857035925
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	4	51	28	40.8404255319	6.29423440459e-06	0.000147498851519
PID_IL2_1PATHWAY	4	51	28	40.8404255319	6.29423440459e-06	0.000147498851519
FINETTI_BREAST_CANCERS_KINOME_BLUE	3	17	28	99.0171428571	8.38640224064e-06	0.000192887251535
LINDSTEDT_DENDRITIC_CELL_MATURATION_C	4	56	28	36.8974358974	9.17454593747e-06	0.000203478322399
REACTOME_SEMAPHORIN_INTERACTIONS	4	56	28	36.8974358974	9.17454593747e-06	0.000203478322399
REACTOME_DEVELOPMENTAL_BIOLOGY	7	327	28	11.70625	9.50313404482e-06	0.000207068289187
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	3	18	28	92.408	1.00474123234e-05	0.000215153208719
PID_FCER1_PATHWAY	4	59	28	34.8757575758	1.13121825963e-05	0.000234162179744
PID_FAK_PATHWAY	4	59	28	34.8757575758	1.13121825963e-05	0.000234162179744
PID_IL27_PATHWAY	3	19	28	86.625	1.19120130835e-05	0.00023483682936
BIOCARTA_IL2_PATHWAY	3	19	28	86.625	1.19120130835e-05	0.00023483682936
SMID_BREAST_CANCER_NORMAL_LIKE_UP	7	337	28	11.3414141414	1.15683113574e-05	0.00023483682936
PID_ECADHERIN_KERATINOCYTE_PATHWAY	3	20	28	81.5223529412	1.39914776333e-05	0.000271522112822
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	4	63	28	32.5	1.47073993363e-05	0.000281024461165
PID_AVB3_INTEGRIN_PATHWAY	4	64	28	31.9555555556	1.56618971523e-05	0.000290329496465
ST_FAS_SIGNALING_PATHWAY	4	64	28	31.9555555556	1.56618971523e-05	0.000290329496465
REACTOME_IL_RECEPTOR_SHC_SIGNALING	3	22	28	72.9284210526	1.88397107095e-05	0.000344101775018
HUANG_DASATINIB_RESISTANCE_UP	4	68	28	29.9479166667	1.99417084873e-05	0.000353822884874
PID_VEGFR1_2_PATHWAY	4	68	28	29.9479166667	1.99417084873e-05	0.000353822884874
BIOCARTA_ECM_PATHWAY	3	24	28	65.9714285714	2.46807815459e-05	0.000431739868732
FIRESTEIN_PROLIFERATION	5	149	28	17.2373188406	2.54195771044e-05	0.00043848770505
PID_IL2_STAT5_PATHWAY	3	25	28	62.9672727273	2.80010117561e-05	0.000476400775357
SMID_BREAST_CANCER_LUMINAL_B_DN	7	390	28	9.72584856397	2.97730361087e-05	0.000499704200636
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	3	27	28	57.71	3.54949705192e-05	0.00056518914596
AFFAR_YY1_TARGETS_UP	5	159	28	16.1038961039	3.47435870335e-05	0.00056518914596
BIOCARTA_ERK_PATHWAY	3	27	28	57.71	3.54949705192e-05	0.00056518914596
PID_S1P_S1P3_PATHWAY	3	27	28	57.71	3.54949705192e-05	0.00056518914596
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	3	29	28	53.2615384615	4.41982086768e-05	0.000694862976918
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	3	30	28	51.2844444444	4.902976248e-05	0.00075178969136
PID_NETRIN_PATHWAY	3	30	28	51.2844444444	4.902976248e-05	0.00075178969136
KEGG_PRIMARY_IMMUNODEFICIENCY	3	31	28	49.4485714286	5.41952359343e-05	0.000810969675065
PID_IL2_PI3K_PATHWAY	3	31	28	49.4485714286	5.41952359343e-05	0.000810969675065
REACTOME_SIGNALING_BY_ERBB2	4	91	28	21.9865900383	6.29959179983e-05	0.000931439644689
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	5	184	28	13.8243866893	6.9775761773e-05	0.0010195470132
PID_EPO_PATHWAY	3	34	28	44.6516129032	7.17986289212e-05	0.00103690578047
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	7	449	28	8.38310708899	7.30574157941e-05	0.00104295759099
ELVIDGE_HIF2A_TARGETS_UP	2	6	28	222.384615385	8.38369564013e-05	0.00118324431648
KEGG_JAK_STAT_SIGNALING_PATHWAY	4	99	28	20.1210526316	8.75584758906e-05	0.00120830696729
PUJANA_BREAST_CANCER_LIT_INT_NETWORK	4	99	28	20.1210526316	8.75584758906e-05	0.00120830696729
BIOCARTA_INTEGRIN_PATHWAY	3	37	28	40.7011764706	9.27767159641e-05	0.00126624924426
SIG_CHEMOTAXIS	3	40	28	37.3913513514	0.000117400134187	0.00156785985656
PID_ER_NONGENOMIC_PATHWAY	3	40	28	37.3913513514	0.000117400134187	0.00156785985656
ST_TYPE_I_INTERFERON_PATHWAY	2	8	28	148.230769231	0.000156028329521	0.00200203955288
ST_INTERFERON_GAMMA_PATHWAY	2	8	28	148.230769231	0.000156028329521	0.00200203955288
PID_FGF_PATHWAY	3	44	28	33.7317073171	0.000156358966691	0.00200203955288
RADAEVA_RESPONSE_TO_IFNA1_DN	2	8	28	148.230769231	0.000156028329521	0.00200203955288
BLALOCK_ALZHEIMERS_DISEASE_UP	11	1348	28	4.94271635356	0.00016659917723	0.00207733087939
PID_IL12_2PATHWAY	3	45	28	32.9257142857	0.000167256914604	0.00207733087939
PID_IL6_7_PATHWAY	3	45	28	32.9257142857	0.000167256914604	0.00207733087939
BROWNE_HCMV_INFECTION_1HR_UP	3	47	28	31.4236363636	0.000190508719876	0.00234269138699
BIOCARTA_TCRA_PATHWAY	2	9	28	127.043956044	0.000200308159186	0.00243904640891
BIOCARTA_IL4_PATHWAY	2	10	28	111.153846154	0.000250011188413	0.00287512866675
BIOCARTA_EPHA4_PATHWAY	2	10	28	111.153846154	0.000250011188413	0.00287512866675
PID_KIT_PATHWAY	3	51	28	28.795	0.000243094823213	0.00287512866675
TSUDA_ALVEOLAR_SOFT_PART_SARCOMA	2	10	28	111.153846154	0.000250011188413	0.00287512866675
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	2	10	28	111.153846154	0.000250011188413	0.00287512866675
PID_IL4_2PATHWAY	3	51	28	28.795	0.000243094823213	0.00287512866675
KEGG_MELANOMA	3	54	28	27.0941176471	0.000288142507057	0.00325339085241
WONG_ADULT_TISSUE_STEM_MODULE	7	559	28	6.6461352657	0.000285829118622	0.00325339085241
REACTOME_IL_7_SIGNALING	2	11	28	98.7948717949	0.000305112845374	0.00335354118544
BIOCARTA_NO2IL12_PATHWAY	2	11	28	98.7948717949	0.000305112845374	0.00335354118544
REACTOME_REGULATION_OF_IFNG_SIGNALING	2	11	28	98.7948717949	0.000305112845374	0.00335354118544
HASINA_NOL7_TARGETS_DN	2	12	28	88.9076923077	0.000365588638047	0.00388086400388
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	2	12	28	88.9076923077	0.000365588638047	0.00388086400388
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	2	12	28	88.9076923077	0.000365588638047	0.00388086400388
REACTOME_REGULATION_OF_IFNA_SIGNALING	2	12	28	88.9076923077	0.000365588638047	0.00388086400388
PID_TCR_PATHWAY	3	60	28	24.2294736842	0.00039369167787	0.00414377172809
PID_LYSOPHOSPHOLIPID_PATHWAY	3	61	28	23.8096551724	0.000413386812406	0.00431450773956
PID_IL5_PATHWAY	2	13	28	80.8181818182	0.000431414153963	0.00446513649352
KEGG_HEMATOPOIETIC_CELL_LINEAGE	3	63	28	23.012	0.000454655835271	0.00466679791245
BIOCARTA_IL12_PATHWAY	2	14	28	74.0769230769	0.000502565060016	0.00499348643631
BIOCARTA_CTLA4_PATHWAY	2	14	28	74.0769230769	0.000502565060016	0.00499348643631
PID_THROMBIN_PAR4_PATHWAY	2	14	28	74.0769230769	0.000502565060016	0.00499348643631
VILIMAS_NOTCH1_TARGETS_DN	2	14	28	74.0769230769	0.000502565060016	0.00499348643631
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	3	66	28	21.9104761905	0.00052137949906	0.00513931220502
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	4	167	28	11.6574642127	0.000649492340013	0.00635172823855
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP	5	298	28	8.36103279418	0.000656766535873	0.00636160203854
MARSON_FOXP3_CORE_DIRECT_TARGETS	2	16	28	63.4835164835	0.000660746105452	0.00636160203854
YAGI_AML_WITH_T_8_21_TRANSLOCATION	5	302	28	8.24549846289	0.000697691591926	0.00666563813209
PID_NFKAPPAB_ATYPICAL_PATHWAY	2	17	28	59.2461538462	0.000747727973366	0.00698254242798
BIOCARTA_SPRY_PATHWAY	2	17	28	59.2461538462	0.000747727973366	0.00698254242798
OUYANG_PROSTATE_CANCER_MARKERS	2	17	28	59.2461538462	0.000747727973366	0.00698254242798
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	4	174	28	11.1705882353	0.00075770634414	0.00702291999569
IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	6	473	28	6.47829472455	0.00078410935257	0.00721380604364
BIOCARTA_TEL_PATHWAY	2	18	28	55.5384615385	0.000839938688012	0.00750506367274
MARSON_FOXP3_TARGETS_STIMULATED_UP	2	18	28	55.5384615385	0.000839938688012	0.00750506367274
YIH_RESPONSE_TO_ARSENITE_C2	2	18	28	55.5384615385	0.000839938688012	0.00750506367274
FERRANDO_TAL1_NEIGHBORS	2	18	28	55.5384615385	0.000839938688012	0.00750506367274
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	7	670	28	5.47762694822	0.000852347585167	0.00756154071984
SU_PLACENTA	2	19	28	52.2669683258	0.000937354309752	0.00808468092161
PUJANA_ATM_PCC_NETWORK	9	1125	28	4.43039049236	0.000934739343214	0.00808468092161
PID_EPHA2_FWD_PATHWAY	2	19	28	52.2669683258	0.000937354309752	0.00808468092161
NOJIMA_SFRP2_TARGETS_DN	2	19	28	52.2669683258	0.000937354309752	0.00808468092161
MULLIGHAN_MLL_SIGNATURE_1_DN	4	186	28	10.4230769231	0.000972061673137	0.00832621102094
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	2	20	28	49.358974359	0.00103995097693	0.00878652458062
ST_GA12_PATHWAY	2	20	28	49.358974359	0.00103995097693	0.00878652458062
KEGG_ERBB_SIGNALING_PATHWAY	3	84	28	17.0148148148	0.0010545559807	0.00884971978396
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	2	21	28	46.7570850202	0.00114770490572	0.00956677512013
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN	3	88	28	16.2084705882	0.00120669104206	0.00999140182822
